timestamp,prolific_id,age,gender,religion,ethnic_group,education,primary_language,type_of_residence,income,political_stance,covid,favorite_activities,important_values,personality,social_tendency,hobby,num_places_lived,social_relationship_values,primary_goal,meaningful_events,values_in_friends,what_to_do_with_100_dollars,social_feed_1,social_feed_2
4/21/25 19:24,67ab596936b58c119548d589,35-44,Male,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Urban,"$70,000 - $79,999",Liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,"Integrity, Compassion, Ambition, Independence, Community","Extroverted, Introverted, Thoughtful, Outgoing, Analytical","Confident, Friendly, Reserved, Neutral",singing,5,"Trust, Fun, Loyalty, Intellectual connection, Emotional connection, Shared experiences",Family,birth of my child,loyalty,shop,"share-post: 1, 3, 4","share-post: 11, 12, 13, 14, 21"
4/21/25 19:24,66d257bc5bc135b6cf963f02,25-34,Female,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Urban,"$70,000 - $79,999",Moderate,I Still believes that origins are still unclear,Work,Integrity,"Extroverted, Thoughtful, Analytical","Friendly, Reserved, Neutral",sporting,3,"Trust, Fun, Loyalty, Intellectual connection, Emotional connection, Shared experiences",Family,One of the most meaningful events in my life was achieving a major educational milestone after years of perseverance.,"he trait I value most in friends is loyalty. Life has its ups and downs, and having people who stand by you through both is something I never take for granted","With $100, I’d try to split it between something meaningful and something fun. I’d probably donate a portion to a cause I care about—like education or mental health—and use the rest to treat myself or someone I love to a nice meal or experience.","like-post: 1, 2, 3, 7
share-post: 2, 7
comment-post: 1: A 27-inch screen on a microwave feels excessive but also kinda genius for multitaskers.
ignore: 4, 5, 6, 8, 9","ike-post: 11, 12, 13, 14, 15, 19, 21, 24, 26, 30
share-post: 11, 12, 14, 21, 26
comment-post: 11: So powerful that Myleene Klass is using her platform to break the silence around miscarriage
ignore: 16, 17, 18, 22, 23, 25, 27, 28"
4/21/25 19:24,646b776eca37542a899c1de5,55-64,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Rural,Rather not say,Very conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,"Integrity, Compassion, Independence",Thoughtful,Reserved,research,1,"Trust, Loyalty",Financial stability,Having children,honesty,pay bills,"ignore-post:1,2,3,4,5,6,7,8,9,10","ignore-post:11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30"
4/21/25 19:24,66b3c498d77bba8cb7e9800e,25-34,Male,Spiritual but not religious,Asian,Undergraduate degree (BA/BSc/other),"English, Korean",Suburban,"$30,000 - $39,999",Moderate,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Hobbies,"Integrity, Compassion",Outgoing,"Friendly, Reserved, Awkward",Thanksgiving,3,"Trust, Intellectual connection",Financial stability,Quitting my job during COVID,Honesty,Pay off debt,"like-post: 5, 10
ignore-post: 2, 7, 8, 9","like-post: 29
comment-post: 20: Is there proof? Please provide a source
ignore-post: 13, 14, 24, 25, 28"
4/21/25 19:24,67cb01a82dda2577eb6ee320,25-34,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$60,000 - $69,999",Moderate,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Compassion,"Thoughtful, Outgoing, Analytical",Reserved,Learning,3,Loyalty,Personal development,My achievements thus far,Considerate ,Save,"like post:2, 3  share post: 2, 8   add note: 1, 10  Ignore: 4, 5, 6, 7 9 ","like post: 11, 12, 14, 19, 23, 24, 25, 26, 28, 30 share post: 17, 18, 22  comment post: 15, 30  add note: 20, 21, 29  ignore post: 13, 16, 27"
4/21/25 19:25,666fb6f24d1c14f333eb4a0a,45-54,Male,Agnostic,Asian,Undergraduate degree (BA/BSc/other),English,Urban,"$80,000 - $89,999",Liberal,"I believe COVID-19 was man-made, vaccines are somewhat safe and effectve, and masks help reduce transmission",Work,"Ambition, Independence","Thoughtful, Outgoing","Friendly, Reserved",Watching hockey,2,"Loyalty, Emotional connection",Financial stability,The birth of my son,Loyalty,I would invest it in the stock market,"like: 4,5
share-post: 4,5
comment-post: 4:Indeed and this is a reason the Dems lost power.  Anyone that has an issue with the current administration can thank social media for that","like: 11, 12,19, 26
share-post: 11, 26, 29
comment-post: 11: A very important and under discussed topic!
comment-post: 29: That's really messed up"
4/21/25 19:25,67d82d65382b954d7889dd8e,35-44,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"More than $150,000",Very conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,"Integrity, Compassion, Ambition, Independence, Community","Extroverted, Thoughtful, Outgoing, Analytical","Confident, Reserved, Neutral",Cooking,2,"Trust, Loyalty, Intellectual connection, Emotional connection",Family,my wedding,loyalty,Buy pizza,"like-post: 1,2,8,10
share-post: 1,2,8,10

","Like post:11,12,13,14,15,18,19,20,21,22,23,25,27,28,30
Share-post:11,13,14,16,18
comment-post:29:we should have done better."
4/21/25 19:25,663913a30dfec86f2b19cd9b,55-64,Male,No Religion,black and white,Undergraduate degree (BA/BSc/other),English,Rural,"$100,000 - $149,999",Moderate,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Independence,Thoughtful,Reserved,hiking,9,"Trust, Emotional connection",Financial stability,death of my mother,kindness,invest in cryptocurrency,"like-post: 2, 7,8, 9 ignore: 1, 4, 5, 6, 10 share: 3","like-post:  22, 21, 19        "
4/21/25 19:25,67511ed5a097322f28dadcef,35-44,Female,Spiritual but not religious,Black or African American,Technical/community college,English,Urban,"$20,000 - $29,999",Moderate,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Relaxing by yourself,"Integrity, Independence",Introverted,"Reserved, Neutral, Awkward",Watching tv,5,"Trust, Loyalty, Intellectual connection",Personal development,Birth of each of my children. ,Trust,Treat my self to something i want.,"like-post: 7, 9
share-post: 8, 10
comment-post:
add-note: 4, 5: misinformation","like-post: 11,
share-post: 12, 20, 29
comment-post:
add-note: 18 misleading information. 21 False"
4/21/25 19:25,677ccd9214464a6853c612d4,18-24,Male,Buddhism,White or Caucasian,High school diploma/A-levels,"English, Spanish",Urban,"$40,000 - $49,999",Moderate,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Exercising / working out,"Ambition, Independence","Introverted, Outgoing",Neutral,skateboarding,5,"Fun, Intellectual connection, Shared experiences",Personal development,When my parents bought me a dog when I graduated.,Generosity.,I would invest in solana.,"like post: 1, 2, 8
share post: 1, 10, 8
comment-post: 10: I was skeptical about this.
add-note: 1: none","like-post: 13, 19, 22
share-post: 13, 19, 29
comment-post: 29: this is kind of a shocker.
add-note: 13: this is a very good motives"
4/21/25 19:25,651865050634b0ca55fc0d0d,35-44,Male,Christianity,Asian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$80,000 - $89,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Exercising / working out,"Integrity, Compassion, Independence",Thoughtful,"Friendly, Reserved",Listening and relaxing to music,5,"Trust, Loyalty, Intellectual connection, Emotional connection",Career growth,The most meaningful event is my son.,"I value honesty and integrity, so I have all of my friends as this is a trait they do not possess.",I would give it to my mom,"add-note: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10: Not interested in these posts.","like-post: 13
comment-post: 29: This is false.  Life insurance claims are not affected by deaths due to the Covid-19 vaccine."
4/21/25 19:25,6738cce251a1a217e308d017,35-44,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$30,000 - $39,999",Moderate,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Spending time with family,Compassion,Extroverted,Reserved,Art- drawing painting mixed media ,So many! More than 4 states and over 10 houses ,"Loyalty, Emotional connection",Financial stability,When I traveled around the world doing missionary work in different countries. ,Caring and considerate ,$100 - I would pay off one of my tickets that I have because it’s stressing me out a lot ,"Like post: 7, 3
Misinformation: 5
Just ignore post: 10,6, 9, 8, 4, 1 and 2 just
Don’t interest me 
Comment: 7, 3
Share POST- 7, sounds interesting to have sleep temperature controlled! Wow
","Like post: 21 like but who are the people? I would like to know more
Share: 23 why again are people betting on the person who killed
A CEO Im  confused? Is this true? 
Comment: 26 never heard this before is this misinformation? 29, is this true? , 20 did Wisconsin really have this happen? More voters than residents? Maybe that’s due to undocumented immigrants? I don’t know 
Uninterested- 30 not into 
British shows, 25,24 not interested
Add note: 19 graphic scenes of people
Burning should respectfully not be shown on TV"
4/21/25 19:25,67e5631a65e07f08fb76eac0,45-54,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$100,000 - $149,999",Very conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,"Integrity, Compassion, Ambition, Independence","Extroverted, Thoughtful, Outgoing, Analytical","Confident, Friendly",Singing,2,"Trust, Loyalty, Intellectual connection, Shared experiences",Personal development,Giving birth to my two wonderful children.,Loyalty,Take my family for a weekend getaway.,"ike: 1, 2, 3, 7, 8, 9
share: 2, 8
comment: 1: A 27-inch touchscreen on a microwave? That's overkill, but I low-key want it for recipe videos while cooking. 😂""
comment: 8: Free Apple TV+ weekend is perfect for catching up on 'Severance'—highly recommend!
add-note: 10: This claim is misleading. While omicron reduced vaccine efficacy, studies show boosters still provide significant protection against severe outcomes. Check CDC/WHO guidance for updates.
ignore: 4, 5, 6","like-post: 11, 12, 14, 15, 24, 26, 28, 30
share-post: 11, 12, 14, 24, 26, 30
comment-post: 11: Myleene Klass's bravery in speaking out is incredibly inspiring—what a powerful advocate for women's health.
comment-post: 12: Truly powerful. These mothers have turned personal tragedy into impactful change.
comment-post: 14: Huge respect to the sub-postmasters—this recognition is well deserved and long overdue.
comment-post: 26: Fascinating historical insight! Carter’s diplomacy really did shape the global stage.
comment-post: 30: Wallace & Gromit always delivers! Super excited to see how Netflix handles this beloved classic.
add-note: 20: This claim has been widely debunked—Wisconsin did not have more votes than registered voters in 2020. Official data confirms this.
add-note: 29: False claim. COVID-19 vaccines are not considered experimental, and life insurance payouts are not affected by vaccination status."
4/21/25 19:25,67cc89b714c44c3c7d4756f5,25-34,Female,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$50,000 - $59,999",Liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,"Integrity, Compassion, Ambition","Extroverted, Introverted, Thoughtful, Outgoing","Friendly, Reserved",Running,3,"Fun, Loyalty",Financial stability,The birth of my kids,Loyalty,Buy something for myself/kids/husband,"like post 2,7,8
share post 2,7,8
comment post 9,3
add note: There's no proof of this claim","Like post:12,13,19,30
share post: 19,17,18
comment post:25,29,27"
4/21/25 19:26,66647dac6b4645950f758d55,65-74,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,small town,"$70,000 - $79,999",Very liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Compassion,Introverted,Reserved,reading,5,"Trust, Emotional connection",Family,the birth of my grandchildren,humor,buy a gift,share post,share post
